id,id,name,screen_name,lang,match_name,match_ratio,followers_count,friends_count
9857,221401888,Mustafa GENÇOĞLU,gencoglumustafa,tr,Mustafa Erol,70,5618,2029
9858,1370793229,Üniversitem,universitemco,tr, Istanbul Sehir Universitesi,72,153,849
9859,350837386,Orhan KABAOGLU,OKabaoglu,en, Cihan Cobanoglu,70,118,214
9860,488959114,Andrea Jarak,jarak_007,en, Batı_Z007 No.lu Sınıf,50,116,257
9861,329072937,Gelişim Paparazi,GelisimPaparazi,tr, ! Isif,68,5925,647
9862,296738112,Self ONAIR,BurakDemirsaran,tr,Berk Demirkoparan,75,2363,1879
9863,1333287235,veysel ayaz,veyselayaz8,tr, EBYS,68,354,1565
9864,999126690,Hatice Kübra Koçak,hatice_varoll,en,Hatice Piroglu,67,121,468
9865,1095221593,CAD CAM YAZILIM,ccyazilim,tr,Yazilim Test,67,638,1668
9866,153338687,özgür aksun,dtr352534158805,tr, ! HR,45,204,2230
9867,1381488158,Merve Uzun,MerveUzunsamsun,tr,Merve Uzun,81,0,108
9868,891177368,emrah kaya,emrahkayad,en,Emrah Kaya,90,198,142
9869,233211745,S. Ergin,safaergn,tr,Mustafa Erguven,70,128,795
9870,96292430,Zahit,Atcil,en, Abdurrahman Atcil,90,32,117
9871,179445455,ismail,iylcn,tr, Fulya Ilcin Gonenc,72,67,538
9872,1337536352,bilim,mucize2013,tr, ! Cib,60,107,2112
9873,109249599,rojda yavuz sarpkaya,eshruhum,tr, ! HR,90,24,230
9874,120883263,H.İbrahim Karabulut,hibrahimk,tr, Ibrahim Karadogan,80,164,1060
9875,93073656,Falcon Moon,falconmoon,en, Lcv -,60,550,3268
9876,603122387,Malik İnci,mmalikinci,tr, Mehmet Akinci,70,82,109
9877,1267870141,nazirasultanova,Nazirasultano86,tr,Sultan Koc,67,43,117
9878,1369794919,Tilep,tilep_m,tr, ! SEP,60,51,155
9879,363273394,Enes Özkan,EnesOzkan37,tr,Muhammed Enes Ozan,72,71,1215
9880,1327480351,fissal alsharef,Fissalalsharef,en,Fissal Al Sharef Al Sharef,77,64,156
9881,1373523684,Şehir Diplomasi,sehirdiplomasi,tr, Sehir Postasi,74,111,87
9882,943244959,Ali Yılmazer,a_akademik,tr, Kadem,90,100,541
9883,1360203764,munise,dammi_la_mano,tr, Msn -,60,13,322
9884,1371263240,Afwa Etüt Merkezi,afwaetut,tr,Mustafa Ertugrul Hasircioglu,68,25,48
9885,632381187,ece biliroglu,ecebilirglu,tr,Ece Bilsel,67,172,719
9886,410242678,Mehmet Ali Korkmaz,M_Ali_Korkmaz,tr,Ali Korkmaz,83,73,101
9887,1370253205,Mustafa,Mustafa45274989,ar, Msn -,60,2,14
9888,1368105360,@meryemkaraman,_meryemkaraman,tr,Meryem Kahriman,83,1,10
9889,852500742,Rehan Nasir Ch.,rehannasir53,en,Latife Reyhan Baser,60,29,402
9890,944443034,sertifikaonline,sertifikaonline,tr, ! Admin Sertifika,60,82,517
9891,1337630659,igubussines,igu_bussiness,tr,Sehir Women in Business Club,62,63,28
9892,1183040149,Şimdi Sıra Sende,smdsrsnd,tr, Msn -,60,62,174
9893,232257210,gökçen,gokcennnnnnnn,tr, Gokce Canarslan,50,222,388
9894,575399756,Belkıs Kılıçkaya,BelksKlkaya,tr, Selcuk Sarikaya,62,8991,1254
9895,412251051,Suat Çalışır,suat1867,tr, ! SAP,60,2,26
9896,1360277360,TOMS SHOP TR,TomsShopTR,tr, Msn -,60,3,19
9897,1148596722,‎fatima,gnc_Trky,tr, Yunus Genctir,60,141,932
9898,1359260892,Depofis,Depofis,tr, Depo Istek,71,89,832
9899,33102705,Gökçe Erbatu,gokceerbatu,en, R.Gokce Sanul,64,524,1954
9900,863031667,varmigelen,varmigelen,en,Furkan Ergelen,58,106,459
9901,838123604,58buçuk Kreatif,58bucukreklam,tr,Burcu Erdem,58,382,1951
9902,578937485,Ibrahim Fazil Sengul,fazil61sengul,en,Bilal Sengul,64,94,355
9903,1304434381,akademinin gulu,akademiningulu,en, Kadem,90,134,484
9904,1327272319,rojek nu,rojeknu1,tr,Veton Jenuzi,56,271,969
9905,1339897465,zeynep,dusgorengozler,tr,Emre Ozer,60,2,15
9906,172305627,hilal şahan,muhayyer_,tr, ! Muhaberat,67,167,371
9907,352280990,Okur Yazar,kosk_mehmet,tr, Mehmet Köse,72,319,356
9908,1201266661,Hakan Seckin,hakan_seckin,en,Hakan Sen,76,0,352
9909,877908818,Tesnim Özdinç,tesnimozdinc,tr,Hanife Tesnim Ozdinc,83,104,89
9910,183192229,Mehmet BAKACAK,M_BAKACAK,tr,Tba Kocak,67,114,538
9911,1080273391,elif,derinnelif,tr,Elif Cetin,66,116,391
9912,206182434,Fortunate One,mwangindaruga,en, ! Arge,68,37,277
9913,1241358306,Sümeyye Demir,DmrSmyy,tr, Msn -,60,59,189
9914,341061358,Harun Yeni,HarunYeni,en,Hayrunnisa Bulut,70,41,119
9915,537223283,dogange,dogange,tr,Onur Erdogan Guvenc,77,89,397
9916,1346302014,meray cen,meraycen,tr,Sumeyra Yerinde,68,0,16
9917,1228267615,Ahmet Dervişev,AhmetSunucu,tr,Ahsen Surucu,70,67,538
9918,941645040,Serpil,serpilsimsekdnz,tr, Sepp,68,199,233
9919,499828910,SinemÖzkün,sinemozkun,tr,Sinem Ozturk,73,29,78
9920,1276952208,hatice ongun,ongun_hatice,tr,Hatice Gungor,68,289,1813
9921,145352102,merve aşkın,merveaskin,en,Merve Taskiran,83,388,300
9922,1342664562,duygu ,duyygg,tr,Duygu Can,62,4,16
9923,1341812748,burak yılmaz,burakyl40775263,tr,Burak Bal,60,5,32
9924,1341346082,cemil kılıç,klc_cemil,tr, Lcv -,60,39,651
9925,759084583,Öğrenci Taşımacılığı,ogrencitasima,tr,Ogrenci Test,72,150,384
9926,1220868806,oxanaorlioglo,oxanaorlioglo,tr,Oxana Orliogo,92,1,5
9927,515221628,Engin Sevinç,sevincengin,tr,Sevinc Erten,70,613,425
9928,1339439076,Yunus Demir,AvYunusDemirBey,tr,Yunus Demir,77,95,151
9929,410078458,Sait Celebi,SaitCelebi,en,Sait Celebi,95,28,53
9930,414772184,Galzala,muratgarabul,tr, Murat Dogruel,72,10,37
9931,1338568734,meral akart,MeralAkart,tr,Mert Colaklar,70,0,16
9932,1338590629,fert,fert_fffrrr,tr,Elif Erturkler,48,0,1
9933,388557302,Mervenur Gür,merveNurlimon,tr,Merve Nur Ozan,74,118,460
9934,505903777,efe.isa,efe_isa,tr, ! SAP,72,537,1627
9935,486721124,Hasan Ataç,053Atac,tr,Aytac Su,53,736,1930
9936,354450780,YENEREMER,yeneremer,tr,Erdem Er,71,133,601
9937,1334721056,Şehir Media,sehirmedia,tr, Sehir MBA,74,1,2
9938,66669586,Behlul R. Shaljani™,BehlulS,en,Behlul Karakaya,77,93,123
9939,1332366510,hanne soyluoğlu,hannesoyluolu,tr,Hasan Esenkoylu,64,1,14
9940,1332115711,esnaekin,esnaekin,tr,Sinan Tekin,74,0,63
9941,1270853180,berna ylmazzz,berndemir,tr,Berna Demir,90,65,380
9942,732730458,alloracara,aktashtc,en,Irem Zeynep Aktas,69,4,42
9943,955502694,Hossein Ali,Hssn_Snds,tr, ! Hssf,68,35,136
9944,1328879010,ferhat kurtay,252195,tr, 1917,45,0,20
9945,584165023,mehmet emin yüce,kurtomyu,tr,Ayse Nur Kurtulmus,68,414,1327
9946,1229687486,Erkan AYAN,ErkanAYAN2013,tr, ! Dekan,72,3943,2275
9947,939992294,Levesque,Izmir2007,tr, ! Iceird2013,53,85,283
9948,398634703,Rafet okutan,Okutan_Rafet,tr,Rafet Ay,69,642,1730
9949,1325017386,zeynep başyol ,zeynepbasyol,tr,Zeynep Bala,78,60,305
9950,200113069,Arzu,niharil,tr,Gulnihal Erdem,71,59,621
9951,500060947,rabee shamsi basha,rabee_120,ar, AB4_4103,59,27,109
9952,1169941873,Mustafa Sinanoğlu,sinanoglu_ms,tr,Sinan Bakioglu,69,220,203
9953,1213469726,husna akturk,AkturkHusna,tr,Enis Akturk,61,24,270
9954,1320227718,AKD KAVACIK,AKDKavacik,tr,Burak Danaci,64,59,121
9955,800420030,hulusi ersoy,ehulusi,tr,Ihsan Hulusi Barstugan,77,206,326
9956,315375372,busema,busemaozcan,en,Nursena Ozcan,75,0,475
9957,1316632296,Bymio,bymiocom,tr,Seyma Cosman,56,810,538
9958,149522762,Enes Malik Gürgöze,egurgoze,tr,Enes Malik Gurgoze,79,560,606
9959,314385365,Hikmet,hikmetins,tr, Vehbi Metin Demir,70,154,423
9960,1151376613,İsmail Vedat Çelikba,Celikbas33,tr,Ensar Omer Celikbas,80,621,1824
9961,561240571,sözel mantık,sozelmantik,tr, ! Some,68,396,1794
9962,480686152,معتصم,MariDomino,en, Admin Admin,64,96,279
9963,222157974,t.öz,nezir45,en, Nezih Erdogan,57,17,483
9964,1237009460,Cihan ÇİFLİKLİ KAYA,worldf16,tr, Justin Crawford,45,178,1478
9965,251765337,M. KEMAL OGUN,kemalogun,tr,Zahit Kemal Onal,70,275,999
9966,389092991,betul,twitleyentweety,tr, ! ENTP,68,0,456
9967,101754844,birol cebecioğlu,birolcbc,en, Lcv -,60,493,828
9968,187110306,Cüneyt ALTINKAYA,cuneytaltinkaya,en, Cuneyt Kaya,77,232,472
9969,301882539,antony,antony_amimo,en,Arianna Mion,58,440,791
9970,1295272106,Dursun Ali,dalikaban,tr,Ali Kaplan,74,430,368
9971,1307024396,Bilimsel Etkinlik,BilimselEtkin,tr, Fen Bilimleri Enstitüsü,62,153,361
9972,938604522,Kübra Esmer,kbraa_Esmer,tr,Kubra Katmer,70,9,151
9973,422041772,EMA,ematurkey,tr,Sema Turkmen,76,4071,3449
9974,1248939432,MedyaBaşarıÖdülleri,MedyaBasari,tr,Beyza Sari,67,213,1221
9975,268951057,Yasin Cavusoglu,FbCavusoglu,tr,Sifa Cavusoglu,80,86,104
9976,1311509364,Sehir Uni,SehirUni,tr,Sehir Mun,82,22,32
9977,1303101756,Hümeyra AKSOY,AKSOYhumeyra,tr,Ayse Humeyra Ataman,68,62,205
9978,400282297,Jude Thaddues Njikem,judejudoh,en,Handegul Orhan,50,1034,1116
9979,1307406138,weldergroup.az,gokhansuremen,tr,Gokhan Sengul,69,341,1817
9980,99986050,Ahmet Akcasari,aaakcasari,tr,Arif Alabaca,69,29,181
9981,485637664,BETÜL ŞATIR,betulsatir,tr,Betul Sadirli,78,1272,513
9982,884479292,Bilist Yazılım,BilistYazilim,tr,Yazilim Test,68,146,293
9983,1247080080,sümeyra erel,sumeyra_erel,tr,Sumeyra Erel,92,53,56
9984,1238684137,Kara Mektup,karamektup,tr,Mehmet Kara,64,418,850
9985,1301406686,sairene_zaman,sairene_zaman,tr, ! Arge,68,16,75
9986,218207919,HoZaTLI,ilhanHOZATLI,tr,Cihan Onal,64,175,2064
9987,80640883,Mahmut Celep,mhclp,tr, Semih Ceyhan,54,257,298
9988,1230987686,emrince,emrin_ce,tr,Emrin Cebi,78,229,1419
9989,1294541936,Psikodramatist,drama_terapi,tr,Rami Altrazi,67,46,95
9990,269014960,fatma mizan,ftmzn,tr,Fatma Mizan,62,498,1558
9991,725435658,Harun Doyran,HDoyran,tr, Abdullah Dogan,64,12,59
9992,251617185,muhsinbalci,muhsinbalci,tr,Sinan Balci,73,132,690
9993,297310573,MuserrefYardim,Acdmc10,fr, ! Academic,67,483,2202
9994,322640114,....N€sL!H@n....,neslihan_ist,tr,Neslihan Bastem,74,224,1168
9995,302355468,Eyüp Sami Yavaş,yavaseyup,tr, Svs -,60,369,511
9996,408694701,Oral AVCI,avcioral,en, Ebru Ecem Tavacioglu,68,458,990
9997,854422256,Shabnam Sabirli,ShabnamSabirli,tr,Sabina Musliu,67,21,39
9998,481476318,@UcuzTicket,UCUZTICKET,tr, Ilker Guclu,54,2302,5257
9999,1060388108,serkan yiğit,serkanyiit19,tr, ! Dekan,72,57,387
10000,372162808,Mehmet Ali Özdemir,MehmetAlizdemi6,tr,Mehmet Ali Ozdemir,85,129,1255
10001,58491368,yunus sönmez,ynssnmz,tr, Msn -,60,716,462
10002,55362929,Emre Kaya,emrekaya88,tr,Emre Kaya,84,39,209
10003,385631536,Adayogrenci.com,adayogrenci,tr, ! Cib,72,199,223
10004,352254502,Tekno Yazilim L.T.D,TeknoYazilimLTD,tr,Yazilim Test,64,243,1729
10005,430575947,Ayşegül Afşar,aysegulkalayc_,tr,Aysegul Kaya,77,263,419
10006,406392503,Crozzers,CRZZRS,en,Ecren Ermis,47,130,1133
10007,516886119,Said Serdengeçti,Serdengectisaid,tr,Betul Serdengecti,69,248,486
10008,178425126,sumeyye,sumeyyeth,tr,Firdevs Sumeyye Tok,80,125,333
10009,523632068,Esra Eren,esrayilmazeren,tr,Esra Yilmaz,80,383,899
10010,94328376,anh,lircalanesek,tr,Elif Caylak,61,134,825
10011,275141666,Nesrin BagciErciyas,_nesreen,tr,Enes Efe,62,195,986
10012,740962573,celal icten,ictencelal,tr,Temel Bal,63,977,891
10013,257139260,Feyza Ş.,feyzasisco,tr,Feyza Simsek,73,58,191
10014,1168713674,Nurgül Ekecik,nurgulekecik,tr,Nurgul Ekecik,96,118,225
10015,1208025931,Ibrahim Asgerli,Aesgaerli,en,Ibrahim Asgerli,70,31,55
10016,302428485,SevgiAltundalHajdari,Sefix_AH,en, ! SEP,60,169,1158
10017,173168200,Merve Koseoglu,merve_koseoglu_,en,Merve Kose,81,191,1080
10018,583678498,KAMPÜS Gündem,kampusgundem,tr, ! SAP,60,2490,2842
10019,22777967,Pınar [プナル],yasampinarim,ja, ! PIN6,68,359,372
10020,1151321574,Leaders' Coach,LeadersCoach_TR,tr,Dreamers .,56,234,881
10021,111912441,mkübra iskender,mkiskndr,tr,Iskender Cure,68,89,269
10022,192444527,Ayhan Kaygusuz,KaygusuzA,en, Ayhan Kaygusuz,85,20,52
10023,968198466,Merve Çam,mereacam,tr,Meryem Acay,74,178,530
10024,1275137292,Gurbet,gurbetclub2013,en, ! Clubs,72,4,17
10025,1262463372,Behçet Söğüt,BehetSt,tr,Muhammed Behesti Aydogan,77,34,38
10026,19775132,Murat BABADALI,MuratBBDL,tr,Murat Kebeli,67,983,1560
10027,1273231398,ilker sezgin,ilkersezgin3,tr,Muzaffer Kerem Sezgin,68,0,23
10028,970652300,Meliha Bilhan Ecevit,MelihaBilhan,tr,Mehtap Bilcan,72,145,791
10029,1272308972,hasan diler,hedefte,tr,Muhammed Efe Altuntas,64,30,163
10030,1272480860,asım savaş,asmsava,tr,Bayram Kavakli,64,6,74
10031,514817900,adagurme,Adagurme,tr,Arda Gurel,78,814,1716
10032,229146800,S. Beyhan Fırat-Pak,beyhanpak,tr,Elifgul Beyhan Zaim,70,106,220
10033,1261528392,BiyoÖğrenciKongresi,biyokongre20,tr, Modern Turkiye Sosyal Bilimler Ogrenci Kongresi,52,133,204
10034,1270204495,talip1426,talip1426,tr, ! Tarih,54,0,12
10035,1269844657,çanta tamircisi,cantatamircisi,tr, ! Isif,68,210,1772
10036,1245675829,Oktay ToBö,AbaOktay,tr, Oktay Ağbaş,80,11,70
10037,19214212,Korkmaz Doğu,hussoloji,tr, ! Sosyoloji,78,714,1507
10038,1268195808,Uludağ Felsefe,UludagFelsefe,tr, ! Felsefe,90,83,880
10039,810765979,TURİZM KPSS GRUBU,turizmkpss,tr, Svs -,60,458,651
10040,305572962,Tuğba Şahan,tugbasahan27,tr,Tuba Sahin,73,109,724
10041,345944506,b.betul,zbakyildiz,tr,Muhammed Yavuz Akyildiz,81,277,169
10042,114517037,Adem hoca 🇹🇷,kingrehber,tr, Psikolojik Danisma ve Rehberlik Merkezi,60,290,981
10043,1246153236,Z.EVYAPAR,zkevyapar,tr, M.Akif Kayapinar,60,12,198
10044,125708154,Recep Çelik,c7recep,en,Recep Acar,67,254,770
10045,811374260,Hatice Özkan,hozkan12,tr,Gizem Zeliha Ozkan,68,255,829
10046,73148714,Fatma Nihan,fatmanihan,tr,Fatma Mizan,76,149,393
10047,818269237,ercn aybek,aybek02,tr,Ayberk Ilbak,64,7,113
10048,1261508456,Korfoula,korfoula_,en,Olcay Korol,57,115,102
10049,1260005072,BüroTeknik Ofis Mob.,BuroTeknikOfis,tr, Teknik Servis,59,533,1957
10050,783201013,SELAHADDIN EYUB BIL,DUNYAVATANDASI2,tr,Nihal Vatandas,69,93,115
10051,1262308831,itiraf şehir,itirafsehir,tr, Printer Sehir,67,1,10
10052,381071947,H.Özge,haticeozgekis,tr,Hatice Oztekin,81,79,171
10053,97426133,WordTestcom,WordTestcom,tr, S Test,60,781,155
10054,105760888,Hasan İYGİ,iygi,tr, Bilgilendirme,68,211,322
10055,300277618,Mustafa Demiray,Mustafa_Dmry,tr,Mustafa Demir,80,2587,1279
10056,1255440716,elif ksknklnc,Rindelif,en,Nesrin Celik,68,0,18
10057,144299966,Abdurrahman yildirim,Ayyildirim,tr,Can Yildirim,82,256,2095
10058,1257925356,paperpublic,PaperPublic,tr, Lcv -,60,13,122
10059,1162862648,mine öztürk,Zayn67Mine,tr, Msn -,60,26,170
10060,301325847,Platform Akademi A.Ş,AkademiPlatform,tr, Kadem,90,425,764
10061,504429090,YP,YPekbey,tr,Ayse Beyza Oztekin,64,164,768
10062,358342498,Sultaniyegah ISTANBUL,sultaniyegahist,tr,Sultan Isik,62,557,833
10063,425689945,E.NURAN,xnuran,tr,Nurdan Saka,75,11,57
10064,1252374770,oredola bamidele ,oredolabamidele,en,Ola Baker,60,1,3
10065,440815682,ŞEHİR ŞENLİK,mahaleninkarisi,tr, ! Isif,68,243,170
10066,835797679,STİL ROZET,stilrozet,tr, Ismail Ozen,60,172,690
10067,730145300,Nebahat Dikbakan,dknnebis,tr, EBYS,68,131,315
10068,1059818755,Elma İNŞAAT,elmainsaat,tr,Emin Safa Tok,70,543,1791
10069,383780855,Çoğul-AKADER,OPlatform,tr, Omer Bolat,60,497,675
10070,403388159,Abdullah Paksoy,abdullah_paksoy,tr,Abdullah Karakas,71,116,216
10071,529303717,seyyidemin,seyyidemin2,en,Sumeyye Demir,67,396,1015
10072,112253319,salihveya,lildirimlikli,tr,Halilibrahim Karalili,65,183,290
10073,1247289775,MurekkepDusunce,MurekkepDusunce,tr, Msn -,60,212,135
10074,1040271559,Şehir Tarih Kulübü,SehirTarih,en, ! Tarih,90,599,88
10075,954595633,Berra tunali ,berratunali1478,tr, Berat Acil,63,61,113
10076,1245732158,Pera Big Band,PeraBigBand,tr, Farabi -,60,44,186
10077,631369157,fatma kirbay,FKirbay,tr, ! Kaib,68,238,383
10078,1018275168,Aaron,atragicscene,en, data science,67,14,23
10079,1051403629,Faruk Tekşen,farukteksen,tr,Faruk Teksen,96,94,175
10080,989443238,lolita,Alaa_K94,en, Asli Abak,59,6,41
10081,187570195,Gökay HEBİP,GokayHEBIP,tr,Gokhan Ayseli,61,202,172
10082,351311987,Mehmet,denlimehmet,tr,Mehmet Demir,74,207,365
10083,1229815604,iŞKUR KADIKÖY,iskurkadikoy,tr, ! Kaib,68,88,111
10084,1238868072,bulubuluver.com,bulubuluver,tr,Betul Ulker,64,436,1806
10085,1227380046,Eduka Öğrenci Yurtları,educayurtlari,tr, ! Yurtlar,90,676,3520
10086,161798407,DilekAlanlı,DilekAlanli,tr,Naile Kaplan,70,435,1727
10087,1240924998,1.GENÇLİK ÇALIŞTAYI ,SBLGnclkclsty,tr, sbb -,60,59,883
10088,1240856149,ladyy üniversite,ladyyuniversite,tr, ! Sehir University Information Technology,62,73,233
10089,1074664664,Liderlik Kulübü,sehirliderlik,tr, Şehir Liderlik,89,248,23
10090,624967231,Koyuncu Abdurrahman,kync02,tr,Melih Koyuncu,60,287,1877
10091,851644884,Talhasil,talhaasil,tr,Talha Asil,95,148,153
10092,1102186916,fahriye tulum,fahriyetulum1,tr, ! HR,90,186,778
10093,293477376,mutlu erbay,erbaym,tr,Haldun Meric Erbay,82,420,1951
10094,1231287421,akademiksahis,akademiksahis,tr, Kadem,90,36,232
10095,752635909,nidaaykut,nidaaykut1,tr, Eda Akkurt,60,22,344
10096,529401043,Yassıalan Köyü,Yassialan,tr,Ilyas Ilhan,70,422,618
10097,1229164614,Rüzgar yakası,Ruzgaryakasi,tr, ! Kaib,68,313,802
10098,1115354546,rabia özertugrul,rabiaozertugrul,tr,Merve Ozertugrul,71,11,62
10099,1021762171,Halide Arkan,HalideArkan,tr, Halil Arslan,70,322,488
10100,223588120,SERVETOSMAN8884,SERVETOSMAN0909,tr, Msn -,60,90,1038
10101,726199136,bülent karatay,karatayb,tr,Eray Karatay,84,13,115
10102,753514176,Goktug Taner,GoktugTaner,en,Goktug Taner,96,25,74
10103,1127972970,Gaffar Arslan,gaffararslan1,tr,Arzu Arslan,67,176,178
10104,321256818,husamettin taştan,husamettintatan,tr, ! Some,68,87,868
10105,803570502,Birisi,birisine1soz,tr, ! Isif,68,59,19
10106,1205995327,farkistanbul,farkistanbul,tr, Unutma Istanbul,67,17,217
10107,1216331006,Sedef Korkmaz,SedKorkmaz,tr,Sevde Korkmaz,87,52,57
10108,96429188,İkbal Vurucu,ikbalVurucu,tr,Muhammed Ikbal Durgungul,66,604,1518
10109,626474553,Horizon-Bağdat Cad,HorizonCadde,tr, Kadem,54,55,146
10110,191019580,Melike Kaş,memisimini,tr, ! Isif,68,163,218
10111,1032153786,Behiye Sakaoğlu,TurkeyT25966907,tr, 1917,45,607,2517
10112,108330401,serdar guven,byjongserdarguv,tr, ! Arge,68,397,1939
10113,862843182,İsmi Meçhul,yksl_tuba,en, YBS,60,44,475
10114,1195502096,Osman Cört,osmncrt,tr,Osman Bicer,67,212,286
10115,1024616017,İTİCÜ HUKUK KULÜBÜ,iticuhukuk,tr, Sehir Hukuk Fakultesi,60,90,54
10116,89131765,MARMARA ÜNİVERSİTESİ,MARMARAUNVERSTY,en,Esra Unver,63,2546,568
10117,1189965720,Meyra cafe bar,Meyracafebar1,tr,Humeyra Cakmak,59,7,47
10118,494277667,Eminenur Alyüz,enuralyuz,tr,Aysenur Altuntas,70,96,451
10119,330465910,Abdullah Ozturk,ozturk_abd,tr, Ayca Ciftci Ozturk,68,193,383
10120,210845961,K4dir Demirt4ş,kadirdemirtas10,en, ! Kaib,68,516,1784
10121,935335872,Cemre ,DemCemre,de,Irem Cemre Cunedioglu,79,4,64
10122,1200199476,kedi gömleği,kedigomlegi,tr, ! Some,68,75,576
10123,348551412,Emre KÖROĞLU,EmreKr5,tr,Emre Kayar,71,178,673
10124,1197319712,MEDENİYET KONGRESİ,MEDENYETKONGRES,tr,Ndeye Amy Toure,57,28,82
10125,1196964996,yılmaz çetin,ycetin3,tr,Yucel Cetin,69,4,9
10126,1192712641,mehmet eşref avcı,mehmeterefavc,tr, Mehmet Ercek,72,106,585
10127,818994822,Kadıköy Birey Lisesi,KadikoyBirey,tr, ! Kaib,68,373,785
10128,882088800,BireyEğitimKurumları,bryegitim,tr,Burak Yetimoglu,58,358,127
10129,1175342186,Ashraf Khnaliyev,akhanaliyev,tr, Samiye Alkan,66,95,1017
10130,1152296773,Ankara Tercüme,AnkaraTercume,tr,Muhammet Nur Seyda Karatepe,63,527,1092
10131,701015995,Elif,elifnurkayalar,tr,Elif Nur Kayalar,93,181,289
10132,1156563396,Hasan  Ekecik,HasanEkecik,tr,Hasan Eksi,76,237,200
10133,1182101516,Şehir Debating Union,SehirU_Debate,en, Sehir Destek,72,4,13
10134,77562887,Nicola Gioia,greenicOOla,it, Uluslararasi Ogrenciler Akademisi,58,83,369
10135,341554170,Dr.Yıldız MUTLU YILDIZ,yildizmutlu,tr,Mustafa Onur Doganyildiz,70,450,929
10136,71205267,hazard ✈,hazardorduncu,tr,Ramazan Oduncu,67,628,683
10137,38399582,British Council,trBritish,en,Qbit .,68,18828,668
10138,959891401,Osama Seyam,OsamaSeyam92,en,Osama K. H. Seyam,70,507,418
10139,1015892240,atilla tncr,AtillaTncr,tr,Atilla Tayyar,70,0,11
10140,356894352,..,_hak_an_,en,Hasan Salih Akan,64,255,1790
10141,267069893,Fatma Durmuş Şen,Fatmaaaaulaaas,tr,Fatma Aladag,69,65,235
10142,379994221,Seyhan Karaman,seykar23,tr,Merve Bas Seyyar,64,446,528
10143,1120394810,Sıla Türköne,silatrkn,en,Beyza Bahire Arslanturk,68,364,167
10144,390002704,ŞÜKRÜ NURÇİN,SNurcin,tr,Ceydanur Dinc,64,337,182
10145,622161091,atilla arkan,arkan_atilla,tr,Barakat Halla,64,882,794
10146,1168814576,HANIM AĞA  KIZYURDU,KIZYURDUM,tr, ! Kiz Yurdu,89,167,1142
10147,1150838568,intedudays,intedudays,tr, YBS,60,143,628
10148,1136550739,WORKSHOP 4 STUDENTS,WORKSHOP4STUDEN,tr, ! Dekan,54,51,133
10149,501742820,Tahsin KOÇYİĞİT,thsn_kcygt,tr, Msn -,60,1332,761
10150,590027880,Muharrem Demir,MuharremDemir28,tr,Muharrem Celik,69,743,2386
10151,174005321,Babek Aslanov 🇦🇿,babekaslanov,tr,Burak Arslan,67,1009,434
10152,299586277,MMO ANKARA,MMOANKARA,tr,Erman Karabayir,70,1598,1444
10153,56820036,burcunal espavo,burcunalespavo,en,Burcu Saglam,62,531,1087
10154,1165823364,sam ,sam_wsa,ar, ! Sam News,67,2,54
10155,116448088,Hizmark Group,Hizmark,tr, Ibrahim Akar,64,950,2131
10156,1160822226,başak demiray,Basak_bd,tr,Basak Demirci,68,77,291
10157,1031448644,Flora Education ,FloraEducation,en, ! Reception,61,393,1223
10158,179537390,Umdal,um_dal,tr,Kumsal Gokalp,62,523,1140
10159,515774099,aysecan,aysecannsn,tr,Ayse Cipan,70,83,317
10160,345501103,Kevser Aydoğdu,mutfakdeneyleri,tr,Mustafa Dereli,69,1555,372
10161,1068410000,TEKİRDAĞ AND.LİSESİ,tdagandlisesi,tr, Svs -,60,103,37
10162,629056663,ERDOĞAN BAKIR,ERDOGANBKR,tr, BK,90,238,1010
10163,1120171592,Burak Gönül,burakgonul751,tr,Batuhan Burak Gonuldas,69,50,389
10164,704728279,Artı Yurtdışı Eğitim,Artiyurtdisi,tr, ! Isif,68,162,546
10165,1155647202,Üniversiteli Genç,ikivizebifinal,tr, FIT FIT,57,10,74
10166,1069165129,MERYEM KARAMAN,MERYEMKARAMAN7,tr,Meryem Kahriman,83,4,17
10167,84333583,Ahmet Kurtulmuş,AKrtlms,en, Msn -,72,46,187
10168,1154722002,FAGO GRUP,GRUPFAGO,tr,Alikamal Gulfanov,56,35,177
10169,94549014,Mahmut Çelik,mahmutcelik,tr,Mahmut Celik,96,1289,1597
10170,343922094,gargamellimus,gargamellimus,tr, ! Arge,68,112,414
10171,78400055,Advance YED,Advanceyed,en,Navaeed Ahmad,58,245,567
10172,1138110902,Uğur Tortumlu,ugur_2515,tr, Doğu_515 No.lu Sınıf,50,15,102
10173,863535025,Hacer,haceryilmazoglu,tr, Tamer Yilmaz,67,27,66
10174,280963130,Mesut BAKACAK,MSTBAKACAK,tr,Tba Kocak,74,103,1145
10175,485543213,Arif Kırkıç,ArifKirkic,tr,Rifki Kiral,67,62,221
10176,20244720,Mehmet Ortaç,mehmetortac,tr,Mehmet Ortac,96,1515,230
10177,968364324,Merve Bayram,MerveBajram,tr,Merve Bayram,87,21,81
10178,14281124,M. Fatih Hocaoğlu,hocaoglumf,en,Kursat Talha Hocaoglu,80,77,250
10179,1104450810,e-Ebru,eebrucom,tr,Kwint Van Leersum,60,138,478
10180,1009667928,Havva Önalan,Havvaonalan,en,Hamza Onalan,78,150,303
10181,66190078,AHMET FARUK PAMUK,ahmetfarukpamuk,tr,Ahmet Faruk Yazi,71,511,616
10182,917463218,Bahadır Şahin,bahadir_sahinn,tr,Bedirhan Sahin,64,16073,324
